id_img,image,row,col,idx,x,y,value,value_normalized,saliency_log,log_lik_saliency
15,1393,15,6,115,580.5,220.5,0.48372199101713936,0.004973320584859575,-5.303667536243955,-12.681426444471828
15,1393,16,6,116,620.5,220.5,0.5297734381913205,0.0054467921541639635,-5.212728439163602,-12.590487347391473
15,1393,17,6,117,660.5,220.5,0.3726345466183235,0.003831190427025798,-5.564579707627188,-12.94233861585506
15,1393,18,6,118,700.5,220.5,0.2353561721070695,0.00241978185249049,-6.024077886475691,-13.401836794703563
15,1393,19,6,119,740.5,220.5,0.16239627817240077,0.0016696548185479655,-6.395138369398189,-13.772897277626061
15,1393,20,6,120,780.5,220.5,0.13977073452650013,0.0014370334284780452,-6.54517440947103,-13.922933317698902
15,1393,1,7,121,20.5,260.5,0.07694226908675253,7.910712719310552e-4,-7.14212249067662,-14.519881398904491
15,1393,2,7,122,60.5,260.5,0.16289236157147663,0.0016747552312359297,-6.392088254988639,-13.769847163216511
15,1393,3,7,123,100.5,260.5,0.22048079110506388,0.00226684268512011,-6.089367303283146,-13.467126211511019
15,1393,4,7,124,140.5,260.5,0.2953304867272661,0.0030363994531008784,-5.797082855935997,-13.174841764163869
15,1393,5,7,125,180.5,260.5,0.47583939475001347,0.004892276764224086,-5.3200974878956755,-12.697856396123548
15,1393,6,7,126,220.5,260.5,0.638687965763566,0.006566581768910075,-5.025761860582254,-12.403520768810125
15,1393,7,7,127,260.5,260.5,0.6365674118510789,0.006544779587863684,-5.0290875566023585,-12.406846464830231
15,1393,8,7,128,300.5,260.5,0.6064972307025189,0.006235617189474211,-5.077477716862313,-12.455236625090185
15,1393,9,7,129,340.5,260.5,0.6267196048847675,0.006443530725891757,-5.044678639737574,-12.422437547965448
15,1393,10,7,130,380.5,260.5,0.6365713127505537,0.006544819694420792,-5.029081428598553,-12.406840336826425
15,1393,11,7,131,420.5,260.5,0.4873545956753859,0.005010668706009755,-5.296185898538815,-12.673944806766688
15,1393,12,7,132,460.5,260.5,0.3211934190868374,0.003302305606381657,-5.7131343858644845,-13.090893294092357
15,1393,13,7,133,500.5,260.5,0.2708355035482852,0.002784557679660608,-5.8836662406004825,-13.261425148828355
15,1393,14,7,134,540.5,260.5,0.31438502893021764,0.003232306086937703,-5.734559437690671,-13.112318345918544
15,1393,15,7,135,580.5,260.5,0.43581012578038025,0.004480721385183021,-5.407971222039779,-12.785730130267652
15,1393,16,7,136,620.5,260.5,0.44673396347791466,0.0045930333079314085,-5.383214621774637,-12.76097353000251
15,1393,17,7,137,660.5,260.5,0.3894672915354419,0.004004253960110091,-5.520397992939623,-12.898156901167496
15,1393,18,7,138,700.5,260.5,0.27849812503146276,0.0028633398600534034,-5.855766552243385,-13.233525460471258
15,1393,19,7,139,740.5,260.5,0.21454249857717658,0.0022057889538110178,-6.116670031897396,-13.494428940125268
15,1393,20,7,140,780.5,260.5,0.234830636260129,0.0024143786285432496,-6.02631332165353,-13.404072229881402
